FundingOrgName,ProjectReference,LeadROName,Department,ProjectCategory,PISurname,PIFirstName,PIOtherNames,PI ORCID iD,StudentSurname,StudentFirstName,StudentOtherNames,Student ORCID iD,Title,StartDate,EndDate,AwardPounds,ExpenditurePounds,Region,Status,Classifications 1,Classifications 2,Classifications 3,Classifications 4,Classifications 5,Other Classifications,GTRProjectUrl,ProjectId,FundingOrgId,LeadROId,PIId
NERC,NE/K003097/1,University of St Andrews,Earth and Environmental Sciences,Research Grant,Wilson,Robert,John,http://orcid.org/0000-0003-4486-8904,,,,,SCOT2K: Reconstructing 2000 years of Scottish climate from tree-rings,08/04/2013,06/10/2016,262492,,,Closed,Climate & Climate Change,Ecosystem Scale Processes,Land - Ocean Interactions,Palaeoenvironments,Science-Based Archaeology,,https://gtr.ukri.org:443/projects?ref=NE/K003097/1,E7C09B23-D0AA-4577-BA9F-EB4840FB05BB,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,C0E4FAD2-3C8B-410A-B6DF-3B9B9E433060,E59BE95A-6D77-44FB-9B1A-7A904CE9311B
AHRC,AH/R005125/1,University of Southampton,School of Humanities,Research Grant,Everist,Mark,,,,,,,JUPITER: Mozart in the 19th-Century Drawing Room',01/11/2017,30/07/2019,78300,,,Closed,Heritage Management,History Of Music,Musical Performance,,,,https://gtr.ukri.org:443/projects?ref=AH/R005125/1,201E5F47-51A4-4C53-ADBD-1921A14543FB,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,30A429E3-83B7-4E41-99C0-14A144F07DFE,09435891-8E72-4AA8-850D-9293D94AF3C7
NERC,NE/T008652/1,University of Bristol,Chemistry,Research Grant,Bull,Ian,David,,,,,,Gas chromatograph-combustion-isotope ratio mass spectrometer (GC-C-IRMS) for enhanced compound-specific N isotope determinations,01/10/2019,31/03/2020,126772,,,Active,Biogeochemical Cycles,Climate & Climate Change,Population Ecology,Science-Based Archaeology,Soil science,,https://gtr.ukri.org:443/projects?ref=NE/T008652/1,151FB638-0547-4C78-8FB8-C9514178A916,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,4A348A76-B2D0-4DDD-804A-CE735A6D3798,54D166CC-7D0D-452A-8784-EBA68E612187
AHRC,AH/P005594/1,University of Reading,Archaeology,Research Grant,Mithen,Steven,John,,,,,,Discovering WF16: Building Engagement with Neolithic Archaeology as Pathway to Economic Development in Southern Jordan,01/11/2016,31/03/2018,80635,,,Closed,Anthropology and Development,GCRF,Internat Education and Dev,Landscape & Environ. Archaeol.,Prehistoric Archaeology,,https://gtr.ukri.org:443/projects?ref=AH/P005594/1,AAA13DEE-1C1D-4BAA-B731-DBF8E0FF5B83,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,E89C3602-0FB4-4044-A918-58966B8A10B2,4CDD442C-FAED-403F-B722-79F7E3D1D942
NERC,NE/M021459/1,Bournemouth University,Faculty of Science and Technology,Research Grant,Bennett,Matthew,,,,,,,Integrated software solution for the 3-dimensional capture and analysis of footwear evidence,01/05/2015,30/06/2016,97487,,,Closed,Algebra & Geometry,Artificial Intelligence,Image & Vision Computing,Science-Based Archaeology,Sediment/Sedimentary Processes,,https://gtr.ukri.org:443/projects?ref=NE/M021459/1,C12AA019-4EA5-4122-8222-FA1487A6D2D8,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,C0088682-E757-4D2A-BA97-C2D411DDCFFB,26B50DED-8C7E-40A3-8311-90C1F3DE07FC
AHRC,AH/N007182/1,Falmouth University,The School of Writing and Journalism,Research Grant,Downing,Niamh,Catherine,http://orcid.org/0000-0002-3840-3257,,,,,Orkney: 'Beside the Ocean of Time',01/03/2016,01/12/2017,63828,,,Closed,Anthropological Methodology,Earth & environmental,English Language & Literature,Palaeoenvironments,Science-Based Archaeology,,https://gtr.ukri.org:443/projects?ref=AH/N007182/1,70E2084C-0E02-4229-BC22-4FFB28FFB0EA,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,E84FC550-A4CC-4B98-A6F9-D15A33829D83,7D38514D-194E-4512-A0DB-31C14DAAE09D
NERC,NE/F003730/1,University of Manchester,Life Sciences,Research Grant,Ennos,Roland,,,,,,,COMPLIANT INTERACTIONS AND LIMB MECHANICS DURING ARBOREAL LOCOMOTION IN TROPICAL FOREST ENVIRONMENTS,01/10/2008,31/03/2012,103927,,,Closed,Climate & Climate Change,Environmental Physiology,Science-Based Archaeology,Technol. for Environ. Appl.,,,https://gtr.ukri.org:443/projects?ref=NE/F003730/1,E4EC072E-A604-4DFB-A7E0-147491A4FC03,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,68D0E3C9-9246-4CFC-B5E9-48584CF82993,8413F16D-2830-4808-AAEB-F8F5BC5F5CE8
AHRC,AH/K006401/1,Bangor University,Sch of Computer Science,Research Grant,Roberts,Jonathan,C.,,,,,,Alternative views on the lost heritage of Gwynedd,01/02/2013,31/01/2014,80391,,,Closed,Computer Graphics & Visual.,Image & Vision Computing,Landscape & Environ. Archaeol.,Photography HTP,Science-Based Archaeology,,https://gtr.ukri.org:443/projects?ref=AH/K006401/1,FC72D72B-4398-4A70-903A-6D107792C508,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,F9F1D136-12E3-4BE4-9668-0C9BC4A7C1BF,EA009C6A-6A71-4485-ABA5-4C1641BF0930
AHRC,AH/S005951/1,University of Bradford,Sch of Life Sciences,Research Grant,Evans,Adrian,Anthony,,,,,,Building Resilience Wellbeing and Cohesion in Displaced Societies Using Digital Heritage,01/02/2019,31/03/2020,84297,,,Active,GCRF,Heritage Management,International Social Work,Landscape & Environ. Archaeol.,Research approaches,Science-Based Archaeology,https://gtr.ukri.org:443/projects?ref=AH/S005951/1,47137A33-E226-469D-8BD9-F98853707567,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,0838B2E1-D5E2-4ACD-AA27-D2B1BFDC124F,5340CAB6-9F39-4FDE-81B7-01D814797814
AHRC,AH/K002902/1,Bournemouth University,Faculty of Science and Technology,Research Grant,Jenkins,Emma Louise,,,,,,,Identifying activity areas in Neolithic sites through ethnographic analysis of phytoliths and geochemical residues,01/01/2014,30/06/2015,156055,,,Closed,Landscape & Environ. Archaeol.,Media & Communication Studies,Quaternary Science,Science-Based Archaeology,Sediment/Sedimentary Processes,,https://gtr.ukri.org:443/projects?ref=AH/K002902/1,8A750D67-90E6-4FF6-A69C-ECFC46F60B86,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,C0088682-E757-4D2A-BA97-C2D411DDCFFB,FCC4001C-A8B9-46E1-BC50-4697FBE1A2E1
AHRC,AH/N005902/1,Queen's University of Belfast,Sch of Natural and Built Environment,Research Grant,Rabett,Ryan,John,,,,,,Human Adaptation to Coastal Evolution: Late Quaternary evidence from Southeast Asia (SUNDASIA),01/07/2016,30/06/2020,741414,,,Active,Climate & Climate Change,Environmental economics,GCRF,Landscape & Environ. Archaeol.,Palaeoenvironments,Prehistoric Archaeology,https://gtr.ukri.org:443/projects?ref=AH/N005902/1,07564F14-11F5-48C9-AF93-B6991E10AFEF,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,EC23DA53-CA73-4104-A3F6-2A9523484E69,1F5B5EDE-EBAF-47A1-ABAE-77662AA011BA
AHRC,AH/P005047/1,University of Manchester,Earth Atmospheric and Env Sciences,Research Grant,Chamberlain,Andrew,,http://orcid.org/0000-0003-1517-6538,,,,,Appearance and Reality in Ancient Egyptian Votive Animal Mummies,16/07/2017,15/07/2020,369999,,,Active,Epigraphy & Papyrology,Medical Imaging,Museum & Gallery Studies,"Philosophy, Thought & Religion",Science-Based Archaeology,,https://gtr.ukri.org:443/projects?ref=AH/P005047/1,D9F7412A-1911-4E21-AC81-B2E334647C96,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,68D0E3C9-9246-4CFC-B5E9-48584CF82993,6582389A-838F-42F4-95CA-F52F5E207768
AHRC,AH/E504531/1,University of Edinburgh,Edinburgh College of Art,Research Grant,Weston,Dagmar,,,,,,,Le Corbusier: Towards a Situational Spatiality in Architecture (working title),08/01/2007,07/05/2007,24266,,,Closed,Architecture HTP,Art History,History Of Ideas,,,,https://gtr.ukri.org:443/projects?ref=AH/E504531/1,B6CBAF62-4774-4FA7-8A6F-429D373F5223,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,2DB7ED73-8E89-457A-A395-FAC12F929C1A,7ECF7811-8836-46B7-9055-D2868E86EA27
AHRC,AH/K00042X/1,University of Aberdeen,"School of Divinity, History and Philosop",Research Grant,Lord,Beth,,,,,,,Equalities of wellbeing in philosophy and architecture,01/06/2013,30/06/2016,230164,,,Closed,Architecture HTP,History Of Philosophy,Political Philosophy,,,,https://gtr.ukri.org:443/projects?ref=AH/K00042X/1,47D14A7A-F3C8-4740-833F-A249A1612D83,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,F7E13617-2678-475B-99E4-31479C92038D,44E66719-8E98-41EF-B441-1BC712714414
ESRC,ES/F001827/1,Institute of Development Studies,Research Department,Research Grant,Tanner,Thomas,,,,,,,Critically analysing risk communication pathways: Lessons from youth-centred disaster risk reduction approaches in El Salvador and the Philippines,01/09/2007,31/12/2010,203034,,,Closed,Area & Development Studies,Education,Environmental planning,Human Geography,,,https://gtr.ukri.org:443/projects?ref=ES/F001827/1,ACB00D77-B97D-49D7-B546-564C02951B67,924BE15C-91F2-4AAD-941A-3F338324B6AE,EC4F2E5A-4422-4138-B776-A8EA97D40887,14A237A1-056A-4297-A124-358DFADB8796
ESRC,ES/F029713/1,University of Aberdeen,Computing Science,Research Grant,Edwards,Peter,,http://orcid.org/0000-0002-4527-9186,,,,,PolicyGrid II - Supporting Interdisciplinary Evidence Bases for Scientific Collaboration &amp; Policy Making,27/05/2009,31/08/2012,874262,,,Closed,Environmental planning,Human Geography,"Social Stats., Comp. & Methods",,,,https://gtr.ukri.org:443/projects?ref=ES/F029713/1,D12E2514-28AF-4493-942B-83D4BFA82C7E,924BE15C-91F2-4AAD-941A-3F338324B6AE,F7E13617-2678-475B-99E4-31479C92038D,4D2CD7CB-8731-4355-A0A6-CE0E8021A703
ESRC,ES/J007498/1,University of Oxford,Transport Studies Unit SoGE,Research Grant,Lucas,Karen,,http://orcid.org/0000-0002-4009-7017,,,,,Social Impacts and Social Equity Issues in Transport Workshop Series,02/05/2011,01/01/2012,47590,,,Closed,Demography (General),Environmental planning,Human Geography,Social Policy,,,https://gtr.ukri.org:443/projects?ref=ES/J007498/1,3F31BC56-DAA8-47BB-8693-697C9B791FC1,924BE15C-91F2-4AAD-941A-3F338324B6AE,3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9,4AC0A9D0-F73B-4EC1-A4C5-F70B35529BC3
ESRC,ES/G009899/1,University of Hull,"Geography, Environment and Earth Science",Research Grant,Haughton,Graham,Francis,,,,,,Sub-Contracting Risk: Neoliberal Policy Agendas and the Changing Nature of Flood Risk Management,01/09/2008,30/09/2010,75480,,,Closed,Economic & Social History,Environmental planning,Human Geography,Social Anthropology,,,https://gtr.ukri.org:443/projects?ref=ES/G009899/1,D8034C00-E753-4DAC-B0F8-C6B3E151AF1C,924BE15C-91F2-4AAD-941A-3F338324B6AE,8A0FC07A-04CD-4F7A-9095-1D2E6C1D918F,5956B537-ED76-4235-9CE0-BDC287C5E42E
ESRC,ES/K009516/1,University of St Andrews,Geography and Sustainable Development,Research Grant,Reid,Louise,,,,,,,Smarter' homes?: a netnographic exploration of low carbon living,01/10/2013,30/09/2018,126615,,,Closed,Architecture HTP,Building Ops & Management,Energy Efficiency,Human Geography (General),,,https://gtr.ukri.org:443/projects?ref=ES/K009516/1,FD7AB5AC-F887-4DFE-A8CE-B33B51F827FE,924BE15C-91F2-4AAD-941A-3F338324B6AE,C0E4FAD2-3C8B-410A-B6DF-3B9B9E433060,D760DB0C-BF24-4115-A3BA-5ED3EF0380AA
ESRC,ES/H008055/1,University of Cambridge,Geography,Research Grant,Richards,Keith,,,,,,,River Basin Governance Research Network: The European Union and China,03/09/2009,31/12/2011,29002,,,Closed,Area & Development Studies,Environmental planning,Human Geography,Political Science,,,https://gtr.ukri.org:443/projects?ref=ES/H008055/1,86015D40-78A6-4EEA-B44F-BBAE9D1CA593,924BE15C-91F2-4AAD-941A-3F338324B6AE,D1774113-D5D2-4B7C-A412-66A90FE4B96F,C8BF7243-24FC-45ED-A34D-30CC2BE67BC2
ESRC,ES/I001123/1,University of Reading,Real Estate and Planning,Research Grant,McAllister,Patrick,,,,,,,"Development Viability Appraisal: Theory, Application and Evaluation",01/06/2011,31/05/2012,80462,,,Closed,Economics,Environmental planning,Human Geography,Management & Business Studies,,,https://gtr.ukri.org:443/projects?ref=ES/I001123/1,8EEDFB8C-51EA-49E0-BF00-C44300C53ABE,924BE15C-91F2-4AAD-941A-3F338324B6AE,E89C3602-0FB4-4044-A918-58966B8A10B2,AC481DE7-7061-40A4-ABA5-A486A8FCC785
AHRC,AH/T006013/1,Newcastle University,"Sch of History, Classics and Archaeology",Research Grant,Tindley,Annie,,,,,,,Community Empowerment and Landscape Decision Making frameworks in Scotland: improving outcomes for people and nature,01/01/2020,31/12/2021,27018,,,Active,Cultural Geography,Economic & Social History,Heritage Management,Human Rights,Politics,,https://gtr.ukri.org:443/projects?ref=AH/T006013/1,C6FAE13D-619D-4788-8025-CF219165F6A2,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,5E2B04DD-4A03-45ED-9892-61C5CCB8AC68,499B576B-40D5-4553-A0E9-F9D58C882EBA
ESRC,ES/H024158/1,University of Oxford,Environmental Change Institute SoGE,Fellowship,Kapadia,Kamal,,,,,,,"Developments after a Disaster: The Tsunami, Poverty, Conflict and Reconstruction in Sri Lanka",11/05/2010,10/05/2012,84104,,,Closed,Area & Development Studies,Environmental planning,Human Geography,Social Anthropology,,,https://gtr.ukri.org:443/projects?ref=ES/H024158/1,F2EFAE34-E89F-4A5D-A081-E291C37DAB2E,924BE15C-91F2-4AAD-941A-3F338324B6AE,3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9,8E0B92BC-3157-4812-AE3C-987F840A5510
AHRC,AH/P009689/1,University of Nottingham,Sch of Geography,Research Grant,Seymour,Susanne,,,,,,,Practising Reparative Histories in Rural Heritage Sites,01/02/2017,30/04/2018,73099,,,Closed,Economic & Social History,Ethnicity,Heritage Management,Human Geography (General),,,https://gtr.ukri.org:443/projects?ref=AH/P009689/1,A1182A97-D669-402C-BC64-373852D13318,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,936D002F-A8D1-4A93-AE5D-825ED0903D8D,53DFD03B-F41F-4262-8371-AE4569EC6F72
ESRC,ES/E023916/1,Queen's University of Belfast,Sch Planning Architecture and Civil Eng,Research Grant,Murtagh,Brendan,Joseph,,,,,,Skills for Managing Spatial Diversity,01/07/2007,30/06/2008,36284,,,Closed,Area & Development Studies,Environmental planning,Human Geography,Social Policy,,,https://gtr.ukri.org:443/projects?ref=ES/E023916/1,A524B050-61FC-4A34-9434-4EFED2E622FB,924BE15C-91F2-4AAD-941A-3F338324B6AE,EC23DA53-CA73-4104-A3F6-2A9523484E69,17EC4D8F-C07A-4E7F-A45B-0868DB193334
ESRC,ES/J00085X/1,University of Exeter,Politics,Research Grant,Fish,Robert David,,,,,,,Brokering knowledge exchange between scientists and land stakeholders: collaborative learning for a food secure future at the North Wyke Farm Platform,01/11/2011,01/10/2012,7284,,,Closed,Education,Environmental planning,Human Geography,Science & Technology Studies,,,https://gtr.ukri.org:443/projects?ref=ES/J00085X/1,26565207-113B-49C0-8979-4FDB39CB52AB,924BE15C-91F2-4AAD-941A-3F338324B6AE,961756BF-E31F-4A13-836F-0A09BA02385C,4DBD0432-2E93-4A64-A78E-7D9F956B4D34
ESRC,ES/E023843/1,Cardiff University,Cardiff School of Planning and Geography,Research Grant,Marsden,Terence,K,,,,,,"Motivating, Engaging, Leading and Supporting Skills and Knowledge for Sustainable Communities - Applying Models of Sustainable Localised Economies",01/10/2007,30/09/2008,79699,,,Closed,Economics,Environmental planning,Human Geography,Management & Business Studies,Political Science,,https://gtr.ukri.org:443/projects?ref=ES/E023843/1,85511333-F60D-4D39-BC71-F3E9402BC2B6,924BE15C-91F2-4AAD-941A-3F338324B6AE,9C10D78F-6430-4CA7-9528-B96B0762A4C6,89B12D20-9353-4530-A965-A7A0B67EE165
ESRC,ES/E021018/1,University of Cambridge,Architecture,Research Grant,Pullan,Wendy,,,,,,,"Conflict in Cities and the Contested State: Everyday Life and the Possibilities for Transformation in Belfast, Jerusalem and Other Divided Cities",01/10/2007,31/03/2013,2559202,,,Closed,Area & Development Studies,Environmental planning,Human Geography,Political Science,Sociology,,https://gtr.ukri.org:443/projects?ref=ES/E021018/1,A3FCE590-D70A-4028-B1BF-A36755447D37,924BE15C-91F2-4AAD-941A-3F338324B6AE,D1774113-D5D2-4B7C-A412-66A90FE4B96F,D0F494BF-8E45-4512-A10F-79022C1F5FB3
ESRC,ES/F032412/1,Lancaster University,Lancaster Environment Centre,Research Grant,medd,William,Peter,,,,,,"Flood, vulnerability and resilience: a real-time study of local recovery following the floods of June 2007 in Hull",01/10/2007,31/12/2009,150336,,,Closed,Environmental planning,Human Geography,Science & Technology Studies,Sociology,,,https://gtr.ukri.org:443/projects?ref=ES/F032412/1,114D73D9-D54E-4DC0-B6F2-65A5491C6CF4,924BE15C-91F2-4AAD-941A-3F338324B6AE,44160F04-5CBF-4E8E-A6C6-C0EF61A5865C,37E9721A-D3AC-437E-97C3-6FD0EE2FA858
ESRC,ES/L011603/1,Open University,Faculty of Arts and Social Sci (FASS),Research Grant,HUGHES,Lotte,,http://orcid.org/0000-0001-7928-2079,,,,,Cultural Rights and Kenya's New Constitution,01/09/2014,30/09/2017,628157,,,Closed,Cultural History,Heritage Management,Human Rights,Social Anthropology,,,https://gtr.ukri.org:443/projects?ref=ES/L011603/1,C73B11F3-A855-4AD4-8506-A04FEE7E9D70,924BE15C-91F2-4AAD-941A-3F338324B6AE,89E6D9CB-DAF8-40A2-A9EF-B330A5A7FC24,FD680FDF-B586-40BA-93AC-AEDFF79E471F
ESRC,ES/F000405/1,University of Leeds,Sch of Geography,Research Grant,Heppenstall,Alison,Jane,,,,,,Modelling Individual Consumer Behaviour,01/12/2008,31/12/2012,160744,,,Closed,Environmental planning,Human Geography,"Social Stats., Comp. & Methods",,,,https://gtr.ukri.org:443/projects?ref=ES/F000405/1,5FFF833D-F650-4BB6-BDD5-960BCE61FF53,924BE15C-91F2-4AAD-941A-3F338324B6AE,83D87776-5958-42AE-889D-B8AECF16B468,DF6F1D94-E6DC-4354-95BA-22BED1EC4B31
ESRC,ES/H032258/1,University of the West of England,Faculty of Environment and Technology,Fellowship,Chatterton,Tim,John,,,,,,Individuals' and Communities' Energy Behaviours,01/02/2010,31/01/2011,58036,,,Closed,Environmental planning,Human Geography,Science & Technology Studies,Social Policy,,,https://gtr.ukri.org:443/projects?ref=ES/H032258/1,D7DC727B-ED83-4C0E-9A4F-A35DA6876833,924BE15C-91F2-4AAD-941A-3F338324B6AE,2A80FFDA-3B8B-43BA-80C3-3AA850B49BA1,1CB92FC2-CED3-498D-A236-5C58366FD7E9
AHRC,AH/J011711/1,Birmingham City University,BIAD Sch of Architecture,Research Grant,Prytherch,David,,,,,,,"Hidden Connections, Shared Environments and Environmental Flows - how local walking interventions induce community positivity in urban locations.",09/02/2012,08/08/2012,31981,,,Closed,Architecture HTP,Human Geography,Social Policy,Urban & Land Management,,,https://gtr.ukri.org:443/projects?ref=AH/J011711/1,9A160ED6-9FCD-4A10-A7BC-495F9612A380,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,A022BD3A-2A7B-4E64-8877-A2E381C4CCB5,34A743A0-79F0-49E0-BA3A-8719380B14F3
ESRC,ES/F028741/1,Cardiff University,Cardiff School of Planning and Geography,Research Grant,Enticott,Gareth,Paul,http://orcid.org/0000-0001-5510-9597,,,,,Veterinarian Styles of Animal Health Regulation: Capture or Culture?,01/07/2008,31/07/2010,78898,,,Closed,Environmental planning,Human Geography,Socio Legal Studies,Sociology,,,https://gtr.ukri.org:443/projects?ref=ES/F028741/1,803AE052-08DD-4181-B071-546B15353951,924BE15C-91F2-4AAD-941A-3F338324B6AE,9C10D78F-6430-4CA7-9528-B96B0762A4C6,67D5483B-B543-468F-A95B-4557774ADA67
ESRC,ES/I025634/1,University of Leeds,Sch of Geography,Research Grant,Birkin,Mark,,,,,,,TALISMAN: Geospatial Data Analysis and Simulation,01/10/2011,31/03/2015,1279680,,,Closed,Demography,Environmental planning,Human Geography,"Social Stats., Comp. & Methods",,,https://gtr.ukri.org:443/projects?ref=ES/I025634/1,FEA97FA9-5E92-4A0F-AD2C-4B0EA3A3F3D6,924BE15C-91F2-4AAD-941A-3F338324B6AE,83D87776-5958-42AE-889D-B8AECF16B468,D4AE7D17-3B13-4E3A-A496-5EEE0C617947
ESRC,ES/H044167/1,University of Glasgow,School of Geographical & Earth Sciences,Research Grant,Routledge,Paul,,,,,,,"Using Popular Education in Anti-Poverty and Environmental Justice Organizing: Bridging Constituencies, Building Movements, and Crossing Disciplines",12/08/2010,31/07/2011,7108,,,Closed,Education,Environmental planning,Human Geography,Social Policy,Sociology,,https://gtr.ukri.org:443/projects?ref=ES/H044167/1,C7DD1D53-F70A-447C-B602-F7C875281EA2,924BE15C-91F2-4AAD-941A-3F338324B6AE,AE58F21F-3622-4382-97BB-1359BD183E9F,49773B06-EFFA-4F3A-B4C3-E33E2BA958DF
ESRC,ES/F034172/1,University of London,Inst of Historical Research,Research Grant,Galloway,James,Arthur,,,,,,"London and the Tidal Thames 1250-1550: Marine Flooding, Embankment and Economic Change",01/03/2008,28/02/2010,82728,,,Closed,Area & Development Studies,Economic & Social History,Environmental planning,Human Geography,,,https://gtr.ukri.org:443/projects?ref=ES/F034172/1,8D7240EE-AB82-433E-A816-43A190FD7727,924BE15C-91F2-4AAD-941A-3F338324B6AE,CB05C424-91BF-4B48-9472-E6F6226A6A05,C5DEC0F7-49A3-4D8D-B7D2-19DD458DC121
AHRC,AH/J013579/1,Sheffield Hallam University,Faculty of Arts Computing Eng and Sci,Research Grant,Waddington,David,Peter,,,,,,The Castleford Heritage Project,14/02/2012,13/01/2013,19703,,,Closed,Cultural History,Heritage Management,Human-Computer Interactions,Media & Communication Studies,,,https://gtr.ukri.org:443/projects?ref=AH/J013579/1,F2056744-E0F8-435D-BC09-A1D80D33539F,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,52FDE897-E62F-4388-A588-9382D1E7C2D3,1D1FA1C5-90FC-4B1F-B3BB-4EA3BDC599C1
EPSRC,EP/G066051/1,University of Aberdeen,Geography and Environment,Research Grant,Edwards,Peter,,http://orcid.org/0000-0002-4527-9186,,,,,Rural Digital Economy Research Hub,01/10/2009,30/09/2015,11814896,,,Closed,Agricultural systems,Economics,Environmental planning,Human Geography,Human-Computer Interactions,"Information & Knowledge Mgmt,New Media/Web-Based Studies,Software Engineering",https://gtr.ukri.org:443/projects?ref=EP/G066051/1,29A4EA1D-0196-41A1-8B7C-D05E0040F140,798CB33D-C79E-4578-83F2-72606407192C,F7E13617-2678-475B-99E4-31479C92038D,4D2CD7CB-8731-4355-A0A6-CE0E8021A703
ESRC,ES/J019631/1,Keele University,Research Institute for Social Sciences,Research Grant,Phillipson,Christopher,,,,,,,Population ageing and Urbanisation: Developing Age-Friendly Cities,31/08/2012,31/10/2012,25068,,,Closed,Architecture HTP,Environmental planning,Human Geography,Social Policy,Sociology,,https://gtr.ukri.org:443/projects?ref=ES/J019631/1,DF98DDD0-DD72-4A67-BE74-0F16FC38E68F,924BE15C-91F2-4AAD-941A-3F338324B6AE,FC59975E-26E8-4A62-ABD8-A570DC6ABF06,817151E3-CD9B-4E33-92C4-C19A1EE7224F
AHRC,AH/T001305/1,University of Liverpool,Architecture,Research Grant,Koeck,Richard,,,,,,,"Shaun the Sheep in Shanghai: A Location-based, Mixed Reality Cinema Experience",14/02/2019,31/08/2019,25203,,,Closed,Architecture HTP,Digital Art & Design,Human-Computer Interactions,,,,https://gtr.ukri.org:443/projects?ref=AH/T001305/1,15656EFD-9669-4385-B296-B20ABB1BB5CE,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,A0A585E0-6B0D-4643-A3A6-47943B4CBFEF,0AB479E0-2FC0-4242-81B2-BB125A331107
ESRC,ES/G034974/1,University of Exeter,Geography,Research Grant,Hinchliffe,Steve,John,,,,,,Biosecurity Borderlands: making biosecurity work in a complex landscape,15/09/2009,14/09/2013,389925,,,Closed,Environmental planning,Human Geography,Science & Technology Studies,Sociology,,,https://gtr.ukri.org:443/projects?ref=ES/G034974/1,9E4389ED-539A-4EB2-94F6-B0125F4048F3,924BE15C-91F2-4AAD-941A-3F338324B6AE,961756BF-E31F-4A13-836F-0A09BA02385C,40C7F58F-31B7-4C23-A440-E392B61B6404
AHRC,AH/R004641/1,University of Nottingham,School of Computer Science,Research Grant,Bedwell,Benjamin,Daniel,http://orcid.org/0000-0003-2948-032X,,,,,VisitorBox: a toolkit to support ideation of novel visiting experiences,01/01/2018,30/06/2019,80353,,,Closed,Cultural History,Design Processes,Heritage Management,Human-Computer Interactions,,,https://gtr.ukri.org:443/projects?ref=AH/R004641/1,36F23414-051C-4983-9DED-BC4E92E6EFEB,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,936D002F-A8D1-4A93-AE5D-825ED0903D8D,D3503254-0129-4C20-B1BD-DBCF70A477A0
ESRC,ES/F029756/1,University College London,Centre for Advanced Spatial Analysis,Research Grant,Batty,Michael,,,,,,,The GENESIS Project: GENerative E-SocIal Science,01/10/2008,30/09/2012,1370056,,,Closed,Demography,Environmental planning,Human Geography,"Social Stats., Comp. & Methods",,,https://gtr.ukri.org:443/projects?ref=ES/F029756/1,38D3B8AC-2236-420F-B68B-E5C1357BA062,924BE15C-91F2-4AAD-941A-3F338324B6AE,3A5E126D-C175-4730-9B7B-E6D8CF447F83,F34466D4-101A-4A1D-B596-31152FCC2FF4
ESRC,ES/E017223/1,University of Liverpool,Geography,Fellowship,Powell,Richard,Charles,,,,,,"The sociopolitical, environmental and technological implications of climatic changes in the Circumpolar Arctic for UK En",01/09/2007,31/08/2010,268923,,,Closed,Environmental planning,Human Geography,Science & Technology Studies,Social Anthropology,,,https://gtr.ukri.org:443/projects?ref=ES/E017223/1,F3619F91-B33C-49EA-9DD7-AF7B96FEE831,924BE15C-91F2-4AAD-941A-3F338324B6AE,A0A585E0-6B0D-4643-A3A6-47943B4CBFEF,546F01F3-C596-4394-ACC9-FEFF7E93EC2A
AHRC,AH/P009557/1,Sheffield Hallam University,Faculty of Development and Society,Research Grant,Slater,Jenny,,,,,,,"Arts, Architecture, Activism and Access: Taking Around the Toilet to New Spaces",01/02/2017,31/01/2018,82600,,,Closed,Architecture HTP,Cultural Studies,Environment,Social Geography,Sociology of Education,,https://gtr.ukri.org:443/projects?ref=AH/P009557/1,591D68FD-9122-4FB6-90A0-31F41F457CB6,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,52FDE897-E62F-4388-A588-9382D1E7C2D3,DD3846E8-859C-43E6-8DF9-48AD372ED548
AHRC,AH/E510337/1,Oxford Brookes University,"Faculty of Tech, Design and Environment",Research Grant,Spicer,Andrew,,,,,,,The Early Modern Parish Church and the Religious Landscape,01/06/2007,31/08/2010,453149,,,Closed,Architecture HTP,History of Church & Theology,Religious History,,,,https://gtr.ukri.org:443/projects?ref=AH/E510337/1,F5D9463B-FE66-400B-9FD5-24B6AE9C1F47,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,CEB496D0-8DC8-4905-8F65-D1ACDAD75C9B,F8FCD411-A612-480E-B05B-37117EEBADA6
